Name,pmid,shorthand
Archivesica,31478269,A.
Phreagena,31478269,P.
Caenorhabditis,31488593,C.
Rhagoletis,31495015,R.
Tilapia,31506510,T.
Oreochromis,31506510,O.
Gonioctena,31509301,G.
Ellobius,31510061,E.
Amphitetranychus,31518372,A.
Bufotes,31520778,B.
Cerastoderma,31569787,C.
Lissotriton,31574568,L.
Culex,31576405,C.
Turdus,31576405,T.
Passer,31576405,P.
Cardinalis,31576405,C.
Spea,31578218,S.
Labeo,31610016,L.
Callithrix,31618728,C.
Jaera,31631475,J.
Bufo,31643124,B.
Homo,31643124,H.
Geospiza,31659024,G.
Schistosoma,31727202,S.
Rhagoletis,31729753,R.
Anas,31736171,A.
Amphiprion,31749119,A.
Drosophila,31767631,D.
Trichogramma,31767914,T.
Dendrolimus,31767914,D.
Dermacentor,31768539,D.
Acarina,31768539,A.
Caenorhabditis,31841515,C.
Ochthebius,31844110,O.
Selasphorus,31859363,S.
Anguilla,31863605,A.
Haliotis,31911289,H.
Culex,31915057,C.
Carassius,31981776,C.
Haemonchus,32065932,H.
Corvus,32069366,C.
Sus,32080922,S.
Ithomia,32145112,I.
Oleria,32145112,O.
Heliconius,32145112,H.
Ficus,32161229,F.
Aedes,32164699,A.
Phlebotomus,32198397,P.
Drosophila,32198397,D.
Drosophila,32203250,D.
Tetramorium,32205865,T.
Geospiza,32213581,G.
Hyla,32218506,H.
Sporophila,32218563,S.
Kryptolebias,32242998,K.
Pyriglena,32283137,P.
Triatoma,32307539,T.
Salmo,32307707,S.
Salvelinus,32307707,S.
Drosophila,32339225,D.
Helicoverpa,32348505,H.
Lycaeides,32358487,L.
Labeo,32364999,L.
Catla,32364999,C.
Sthenoteuthis,32380284,S.
Poecilia,32380569,P.
Homarus,32385382,H.
Darevskia,32393253,D.
Mytilus,32397617,M.
Schistosoma,32400355,S.
Omocestus,32418257,O.
Anopheles,32449755,A.
Gaba,32449755,G.
Helicoverpa,32450817,H.
Anser,32451423,A.
Campylomormyrus,32468077,C.
Schistosoma,32468189,S.
Danio,32470029,D.
Littorina,32472616,L.
Scomber,32502497,S.
Cobitis,32512717,C.
Gasterosteus,32557887,G.
Diceros,32585004,D.
Ceratotherium,32585004,C.
Pomacea,32594654,P.
Aedes,32610346,A.
Heliconius,32620168,H.
Eisenia,32645117,E.
Dendrobaena,32645117,D.
Pungitius,32654635,P.
Rhagoletis,32654640,R.
Lymnaea,32697880,L.
Alouatta,32725191,A.
Careproctus,32729710,C.
Macrostomum,32732887,M.
Ectropis,32741378,E.
Papilio,32758535,P.
Aedes,32761846,A.
Stegomyia,32761846,S.
Xenopus,32764757,X.
Heliocidaris,32781979,H.
Strongylocentrotus,32781979,S.
Anisakis,32785065,A.
Ancylostoma,32785065,A.
Hyla,32791012,H.
Parazoanthus,32811877,P.
Conolophus,32868803,C.
Phymatodes,32885824,P.
Drosophila,32901021,D.
Peromyscus,32912160,P.
Drosophila,32928902,D.
Pieris,32970464,P.
Bufotes,32978888,B.
Hypocnemis,32984949,H.
Rondonia,32984949,R.
Haliotis,33040235,H.
Macaca,33045051,M.
Lutzomyia,33053414,L.
Phlebotomus,33053414,P.
Charpentieria,33059065,C.
Oreochromis,33063411,O.
Homotherium,33065008,H.
Ellobius,33076404,E.
Pelteobagrus,33077108,P.
Sorex,33083884,S.
Salvelinus,33099197,S.
Onchorynchus,33099197,O.
Lucania,33118222,L.
Anopheles,33119635,A.
Darevskia,33123817,D.
Rhynchocyon,33130298,R.
Macaca,33146441,M.
Ascaris,33155980,A.
Drosophila,33159350,D.
Trypodendron,33184654,T.
Podarcis,33199832,P.
Nanger,33226701,N.
Mytilus,33251632,M.
Anopheles,33262284,A.
Danio,33277491,D.
Anura,33285552,A.
Bombina,33285552,B.
Pelteobagrus,33309769,P.
Caranx,33311237,C.
Isla,33311237,I.
Montuosa,33311237,M.
Bactrocera,33339498,B.
Carassius,33420922,C.
Cyprinus,33420922,C.
Liolaemus,33421613,L.
Squamata,33421613,S.
Anopheles,33476334,A.
Leopardus,33484012,L.
Macrobrachium,33503281,M.
Ammospiza,33509089,A.
Scarus,33514314,S.
Aphis,33539375,A.
Schistosoma,33544762,S.
Poecilia,33547183,P.
Pelophylax,33567735,P.
Ctenophorus,33580546,C.
Colaphellus,33583438,C.
Symposiachrus,33615597,S.
Drosophila,33622987,D.
Papio,33624366,P.
Bos,33638258,B.
Caenorhabditis,33667233,C.
Triatoma,33676012,T.
Mastomys,33687566,M.
Schistosoma,33687566,S.
Rattus,33687566,R.
Crocidura,33687566,C.
Bulinus,33687566,B.
Dysaphis,33707470,D.
Littorina,33707514,L.
Neritrema,33707514,N.
Phodopus,33710276,P.
Epinephelus,33715082,E.
Heliconius,33757348,H.
Rhagoletis,33765250,R.
Sporophila,33766854,S.
Syphacia,33772348,S.
Microtus,33772348,M.
Alexandromys,33772348,A.
Sylvaemus,33772348,S.
Apodemus,33772348,A.
Rhagoletis,33786930,R.
Limbatochlamys,33798671,L.
Bombus,33823537,B.
Tegeticula,33846972,T.
Tetramorium,33913250,T.
Salamandra,33927228,S.
Anisakis,33940197,A.
Lepomis,33944950,L.
Schistosoma,33945524,S.
Drosophila,33972659,D.
Anastrepha,33984467,A.
Belonocnema,33989147,B.
Heliconius,34019308,H.
Sebastes,34043665,S.
Zonotrichia,34082131,Z.
Oryzias,34111145,O.
Macaca,34114757,M.
Boana,34160853,B.
Meccus,34174967,M.
Triatoma,34174967,T.
Conorhinus,34174967,C.
Canis,34181791,C.
Hylobates,34188193,H.
Batrachuperus,34214665,B.
Tetranychus,34244609,T.
Formica,34260873,F.
Melitaea,34288183,M.
Xenopus,34304589,X.
Oreochromis,34325161,O.
Parachromis,34325161,P.
Geospiza,34330836,G.
Lepus,34349207,L.
Macaca,34379829,M.
Appasus,34390528,A.
Heteroptera,34390528,H.
Cobitis,34410426,C.
Drosophila,34424906,D.
Callithrix,34446741,C.
Rhagoletis,34455644,R.
Xiphophorus,34460102,X.
Squalius,34462578,S.
Drosophila,34463356,D.
Haliotis,34496767,H.
Oreochromis,34503796,O.
Drosophila,34538008,D.
Ciona,34547149,C.
Melinaea,34570954,M.
Petaurus,34573311,P.
Alosa,34590319,A.
Canis,34609013,C.
Cottocomephorus,34614231,C.
Leptocybe,34648583,L.
Triatoma,34653197,T.
Cactoblastis,34662480,C.
Hylobates,34716489,H.
Daphnia,34726699,D.
Helicoverpa,34729903,H.
Tigriopus,34748608,T.
Penaeus,34794091,P.
Lepidodactylus,34810501,L.
Squamata,34810501,S.
Crotalus,34822565,C.
Macaca,34825374,M.
Ovis,34845798,O.
Sceloporus,34882877,S.
Pachyptila,34921614,P.
Schistosoma,34941866,S.
Bulinus,34941866,B.
Planorbarius,34941866,P.
Drosophila,34944084,D.
Catharus,34999784,C.
Operophtera,35034394,O.
Bos,35039029,B.
Daphnia,35039663,D.
Bokermannohyla,35041294,B.
Chioglossa,35043504,C.
Anopheles,35063691,A.
Xiphophorus,35085234,X.
Callithrix,35087079,C.
Macaca,35132636,M.
Lutzomyia,35139072,L.
Eisenia,35180227,E.
Chorthippus,35189365,C.
Oncorhynchus,35236892,O.
Littorina,35257790,L.
Neritrema,35257790,N.
Spialia,35263484,S.
Anguillicola,35300740,A.
Macrobrachium,35304756,M.
Myotis,35327953,M.
Schistosoma,35346375,S.
Acropora,35354852,A.
Phrynocephalus,35356979,P.
Lineus,35359311,L.
Pogonomyrmex,35365873,P.
Diaphanosoma,35390944,D.
Cladocera,35390944,C.
Apis,35468163,A.
Xiphophorus,35510780,X.
Pimelodus,35577289,P.
Lepidothrix,35577299,L.
Microcebus,35627298,M.
Alosa,35665777,A.
Drosophila,35666817,D.
Chorthippus,35695020,C.
Tamias,35778920,T.
Formica,35802833,F.
Ceriodaphnia,35810974,C.
Cladocera,35810974,C.
Odontesthes,35821279,O.
Ischnura,35855603,I.
Daphnia,35895848,D.
Ctenomys,35905819,C.
Schistosoma,35939508,S.
Sphyrapicus,35951007,S.
Solenopsis,35969752,S.
Drosophila,35986208,D.
Homo,36064759,H.
Kryptolebias,36082413,K.
Ponticola,36095612,P.
Eulimnogammarus,36142769,E.
Crustacea,36142769,C.
Scutiger,36171715,S.
Thraupis,36197923,T.
Batillaria,36205362,B.
Poecile,36210655,P.
Erinaceus,36229647,E.
Epinephelus,36317644,E.
Rhinella,36333595,R.
Ohomopterus,36357996,O.
Carabus,36357996,C.
Odocoileus,36516402,O.
Formica,36538502,F.
Ochotona,36562771,O.
Drosophila,36574824,D.
Cataglyphis,36585503,C.
Platycerus,36622778,P.
Fundulus,36636892,F.
Crassostrea,36653591,C.
Neotoma,36715204,N.
Pristionchus,36717742,P.
Icterus,36747071,I.
Sebastes,36762996,S.
Anolis,36811388,A.
Phylloscopus,36869752,P.
Mus,36967628,M.
Schistosoma,36976804,S.
Drosophila,37000122,D.
Caenorhabditis,37014784,C.
Oncorhynchus,37018461,O.
Canis,37046402,C.
Bufo,37106116,B.
Xiphophorus,37147111,X.
Morpho,37216769,M.
Formica,37222024,F.
Tigriopus,37260390,T.
Rhinopithecus,37262139,R.
Mycteria,37264039,M.
Vermivora,37329885,V.
Phlebotomus,37391025,P.
Triatoma,37459050,T.
Operophtera,37459357,O.
Adrianichthys,37493080,A.
Oryzias,37493080,O.
Apis,37550348,A.
Anopheles,37738317,A.
Motacilla,37801684,M.
Giraffa,37833744,G.
Anolis,37861454,A.
Coptotermes,37952215,C.
Etheostoma,37971888,E.
Reticulitermes,38059374,R.
Liriomyza,38071646,L.
Clarias,38085448,C.
Drosophila,38156703,D.
Sophophora,38156703,S.
Drosophila,38184848,D.
Crassostrea,38203295,C.
Gata,38203295,G.
Belonocnema,38302071,B.
Heliconius,38306464,H.
Pelophylax,38361120,P.
Colossoma,38381279,C.
Piaractus,38381279,P.
Pseudomys,38385302,P.
Darevskia,38407543,D.
Lycalopex,38412545,L.
Spermophilus,38471598,S.
Colobotis,38471598,C.
Bacillus,38501929,B.
Drosophila,38518250,D.
Sporophila,38530643,S.
Homo,38558123,H.
Schistosoma,38620029,S.
Gasterosteus,38628124,G.
Heliconius,38632397,H.
Macaca,38634872,M.
Equus,38682799,E.
Ixodes,38685096,I.
Ammophila,38687376,A.
Ganaspis,38718200,G.
Drosophila,38718200,D.
Heliconius,38736286,H.
Aphis,38745070,A.
Manacus,38753474,M.
Potamopyrgus,38776329,P.
Clarias,38795738,C.
Hexagrammos,38829848,H.
Oreochromis,38865496,O.
Diadema,38872025,D.
Mus,38886565,M.
Manacus,38902865,M.
Bactrocera,38913610,B.
Helicoverpa,38941083,H.
Schistosoma,38954732,S.
Thalurania,38982014,T.
Augochlora,38982014,A.
Mastacembelus,39004014,M.
Sinobdella,39004014,S.
Helix,39031116,H.
Semisulcospira,39037492,S.
Aedes,39039226,A.
Drosophila,39045689,D.
Acanthopagrus,39062724,A.
Pagrus,39062724,P.
Stigmaeopsis,39090316,S.
Zodarion,39103025,Z.
Erebia,39119885,E.
Ischnura,39155287,I.
Boreogadus,39164428,B.
Arctogadus,39164428,A.
Myzomela,39172766,M.
Xiphophorus,39186811,X.
Ranitomeya,39191906,R.
Carassius,39212263,C.
Cyprinus,39212263,C.
Passerina,39212586,P.
Eospalax,39218870,E.
Emberiza,39258972,E.
Epinephelus,39273685,E.
Schistosoma,39291545,S.
Pelophylax,39333615,P.
Cromileptes,39383135,C.
Epinephelus,39383135,E.
Ctenopharyngodon,39408892,C.
Squaliobarbus,39408892,S.
Epitrimerus,39414099,E.
Leptobrachium,39465507,L.
Spodoptera,39476008,S.
Fasciola,39482528,F.
Micropterus,39485793,M.
Hypseleotris,39501046,H.
Larus,39511258,L.
Caenorhabditis,39514314,C.
Fundulus,39514674,F.
Quadrula,39543938,Q.
Acropora,39553712,A.
Rotylenchulus,39568264,R.
Drosophila,39584442,D.
Alytes,39585918,A.
Chlorocebus,39596559,C.
Drosophila,39607704,D.
Bembicium,39617802,B.
Culex,39625887,C.
Profundulus,39646364,P.
Tlaloc,39646364,T.
Tarphius,39658084,T.
Eulimnogammarus,39670534,E.
Crustacea,39670534,C.
Ficedula,39670717,F.
Dolichoderus,39673211,D.
Fundulus,39673750,F.
Danio,39698833,D.
Devario,39698833,D.
Falco,39699136,F.
Drosophila,39707709,D.
Triatoma,39715207,T.
Lissotriton,39746557,L.
Colaphellus,39773355,C.
Canis,39791197,C.
Merluccius,39791935,M.
Drosophila,39841166,D.
Leiolepis,39856096,L.
Cobitis,39858616,C.
Aricia,39869437,A.
Anguilla,39878237,A.
Caenorhabditis,39884276,C.
Bos,39921600,B.
Kaloula,39956873,K.
Ictalurus,40019745,I.
Monochamus,40036303,M.
Amphiprion,40036403,A.
Alouatta,40100798,A.
Ateles,40100798,A.
Haliotis,40106883,H.
Plestiodon,40123256,P.
Panthera,40128107,P.
Coenonympha,40135482,C.
Xiphophorus,40140599,X.
Schistosoma,40163525,S.
Spartina,40167806,S.
Anisakis,40181623,A.
Leucotaraxis,40192294,L.
Adelges,40192294,A.
Pineus,40192294,P.
Crotalus,40200048,C.
Gubernatrix,40204765,G.
Diuca,40204765,D.
Schistosoma,40223094,S.
Morus,40251250,M.
Ursus,40253500,U.
Parnassius,40273056,P.
Chrosomus,40275719,C.
Mycoplasma,40303808,M.
Schistosoma,40305402,S.
Argopecten,40315712,A.
Lepus,40319376,L.
Drosophila,40327225,D.
Mesocentrotus,40331485,M.
Strongylocentrotus,40331485,S.
Coptotermes,40393488,C.
Apis,40434076,A.
Sceloporus,40464348,S.
Caenorhabditis,40476322,C.
Hexagrammos,40476711,H.
Monochamus,40478281,M.
Dikerogammarus,40492297,D.
Neurergus,40523419,N.
Euschistus,40526311,E.
Caenorhabditis,40542721,C.
Ruditapes,40569321,R.
Hierodula,40576974,H.
Plestiodon,40581366,P.
Tetrapoda,40581366,T.
Phrynocephalus,40592422,P.
Mepraia,40593879,M.
Ixodes,40696823,I.
Glis,40696823,G.
Schistosoma,40773459,S.
Cyprinus,40790730,C.
Sinocyclocheilus,40790730,S.
Drosophila,40795368,D.
Euhadra,40816440,E.
Dinopium,40827595,D.
Mammuthus,40875800,M.
Pheucticus,40911294,P.
Callithrix,40962993,C.
Scurria,40976956,S.
Bos,40998788,B.
Pelophylax,41018896,P.
Madracis,41022816,M.
Poecile,41032325,P.
Diploria,41084207,D.
Fundulus,41094714,F.
Drosophila,41094714,D.
Rhodnius,41121281,R.
Leiothlypis,41124015,L.
Setophaga,41124015,S.
Caenorhabditis,41129226,C.
Rhodnius,41171938,R.
Pelophylax,41178461,P.
Rhinolophus,41250886,R.
Orbicella,41257818,O.
Rhodnius,41272042,R.
Haemonchus,41272644,H.
Neodiprion,41287918,N.
Eleutheronema,41291185,E.
Eulemur,41308810,E.
Lemur,41308810,L.
Drosophila,41327877,D.
Aspidoscelis,41346306,A.
Acipenser,41516010,A.
Schistosoma,41538077,S.
Schistosoma,41538078,S.
Schistosoma,41538084,S.
Schistosoma,41538085,S.
Gasterosteus,41562419,G.
Pelophylax,41618622,P.
